demo_gender,demo_age,demo_under_30,demo_senior_citizen,demo_married,demo_dependents,demo_number_of_dependents,loc_city,loc_zip_code,loc_latitude,loc_longitude,svc_referred_a_friend,svc_number_of_referrals,svc_tenure_in_months,svc_offer,svc_phone_service,svc_avg_monthly_long_distance_charges,svc_multiple_lines,svc_internet_service,svc_internet_type,svc_avg_monthly_gb_download,svc_online_security,svc_online_backup,svc_device_protection_plan,svc_premium_tech_support,svc_streaming_tv,svc_streaming_movies,svc_streaming_music,svc_unlimited_data,svc_contract,svc_paperless_billing,svc_payment_method,svc_monthly_charge,svc_total_charges,svc_total_refunds,svc_total_extra_data_charges,svc_total_long_distance_charges,svc_total_revenue,st_satisfaction_score,st_customer_status,churn_flag,st_cltv,st_churn_category,st_churn_reason,zip_population
Female,19,Yes,No,No,No,0,Scotia,95565,40.440636,-124.098739,No,0,1,No offer,No,0.0,No,Yes,DSL,76,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,24.4,24.4,0.0,10,0.0,34.4,5,Joined,0,5092,,,1125
Male,32,No,No,No,No,0,Somes Bar,95568,41.444606,-123.471895,No,0,3,No offer,Yes,42.68,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,209.9,0.0,0,128.04,337.94,5,Joined,0,2562,,,202
Male,28,Yes,No,No,No,0,Redcrest,95569,40.363446,-123.835041,No,0,13,Offer D,Yes,33.95,No,Yes,DSL,59,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,50.55,610.75,0.0,0,441.35,1052.1,5,Stayed,0,5530,,,400
Female,19,Yes,No,No,No,0,Weott,95571,40.310119,-123.909449,No,0,1,No offer,Yes,38.81,No,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.7,70.7,0.0,0,38.81,109.51,3,Joined,0,4056,,,270
Male,33,No,No,Yes,Yes,2,Willow Creek,95573,40.949012,-123.655847,Yes,8,4,Offer E,Yes,35.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,155.35,0.0,0,140.36,295.71000000000004,5,Stayed,0,2776,,,1666
Male,51,No,No,No,No,0,Leggett,95585,39.873371,-123.741474,No,0,2,Offer E,Yes,1.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,144.0,0.0,0,3.14,147.14,4,Joined,0,2980,,,321
Male,28,Yes,No,Yes,No,0,Piercy,95587,39.955587,-123.681175,No,0,72,No offer,Yes,21.26,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,0.0,0,1530.72,9405.72,4,Stayed,0,5758,,,200
Female,42,No,No,Yes,Yes,2,Fallbrook,92028,33.362575,-117.299644,Yes,1,37,No offer,Yes,31.83,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,0.0,0,1177.71,2089.31,4,Stayed,0,5359,,,42239
Female,34,No,No,No,No,0,Amador City,95601,38.431407,-120.8421,No,0,23,Offer D,Yes,10.41,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.65,478.1,0.0,0,239.43,717.53,3,Stayed,0,5916,,,222
Female,31,No,No,Yes,Yes,3,Auburn,95603,38.912881,-121.082766,Yes,4,42,No offer,Yes,34.66,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.05,761.85,0.0,0,1455.7199999999998,2217.5699999999997,4,Stayed,0,5091,,,24944
Female,45,No,No,No,No,0,West Sacramento,95605,38.592745,-121.540036,No,0,32,Offer C,Yes,33.45,Yes,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2282.95,0.0,0,1070.4,3353.35,4,Stayed,0,2830,,,12756
Female,59,No,No,Yes,Yes,3,Brooks,95606,38.809804,-122.241383,Yes,3,22,Offer D,Yes,4.67,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,1615.1,0.0,0,102.74,1717.84,5,Stayed,0,4479,,,382
Male,26,Yes,No,Yes,No,0,Capay,95607,38.681651,-122.130569,Yes,5,42,No offer,No,0.0,No,Yes,DSL,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,25.1,1097.15,0.0,0,0.0,1097.15,3,Stayed,0,4959,,,262
Female,56,No,No,No,No,0,Carmichael,95608,38.626128,-121.328011,No,0,8,No offer,Yes,10.91,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,0.0,0,87.28,456.58000000000004,3,Stayed,0,4909,,,58830
Female,23,Yes,No,Yes,Yes,1,Citrus Heights,95610,38.69508,-121.271616,Yes,5,65,No offer,Yes,13.17,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.3,6725.3,0.0,70,856.05,7651.35,3,Stayed,0,4997,,,43718
Female,30,No,No,Yes,Yes,1,Cool,95614,38.880622,-120.973865,Yes,3,70,No offer,Yes,33.24,Yes,Yes,DSL,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,6293.2,0.0,0,2326.8,8620.0,3,Stayed,0,5650,,,3674
Male,43,No,No,No,Yes,2,Courtland,95615,38.311609,-121.554034,No,0,22,Offer D,Yes,34.07,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,432.5,0.0,0,749.54,1182.04,5,Stayed,0,2722,,,699
Female,58,No,No,Yes,Yes,1,Diamond Springs,95619,38.683605,-120.811852,Yes,5,67,No offer,No,0.0,No,Yes,DSL,15,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.15,2434.45,0.0,0,0.0,2434.45,3,Stayed,0,6314,,,4426
Female,42,No,No,No,No,0,Dixon,95620,38.392821,-121.799917,No,0,25,Offer C,Yes,6.0,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2,532.1,0.0,0,150.0,682.1,4,Stayed,0,2159,,,18529
Female,49,No,No,Yes,No,0,Citrus Heights,95621,38.69549,-121.307864,No,0,20,Offer D,Yes,48.03,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,375.25,0.0,0,960.6,1335.85,3,Stayed,0,4137,,,41636
Female,28,Yes,No,No,Yes,2,El Dorado,95623,38.63153,-120.842609,No,0,2,Offer E,Yes,32.06,No,Yes,Cable,52,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,61.2,125.95,0.0,0,64.12,190.07,4,Joined,0,5056,,,4097
Male,36,No,No,No,No,0,Elk Grove,95624,38.434138,-121.30587,No,0,51,No offer,Yes,47.43,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,1042.65,0.0,0,2418.93,3461.58,4,Stayed,0,6097,,,38534
Female,27,Yes,No,Yes,Yes,2,Elmira,95625,38.349195,-121.902943,Yes,9,46,No offer,No,0.0,No,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0.0,0,0.0,1620.25,3,Stayed,0,4829,,,171
Male,20,Yes,No,No,Yes,1,Esparto,95627,38.834469,-122.127193,No,0,13,Offer D,Yes,26.63,No,Yes,DSL,27,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.0,659.35,0.0,0,346.19,1005.54,3,Stayed,0,5611,,,2756
Male,32,No,No,Yes,Yes,1,Fiddletown,95629,38.513484,-120.704613,Yes,4,26,Offer C,Yes,4.62,No,Yes,DSL,19,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.35,1285.8,0.0,0,120.12,1405.92,5,Stayed,0,3386,,,850
Male,41,No,No,No,Yes,3,Foresthill,95631,39.031876,-120.811141,No,0,19,Offer D,Yes,24.1,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,377.55,0.0,0,457.90000000000003,835.45,3,Stayed,0,5188,,,5714
Female,21,Yes,No,Yes,No,0,Georgetown,95634,38.9386,-120.785514,Yes,6,72,No offer,Yes,15.35,Yes,Yes,DSL,41,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,6058.95,0.0,0,1105.2,7164.15,3,Stayed,0,6114,,,2723
Male,60,No,No,No,No,0,Herald,95638,38.313447,-121.123886,No,0,24,Offer C,Yes,30.42,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.1,2322.85,0.0,110,730.08,3162.93,3,Stayed,0,3192,,,1745
Female,29,Yes,No,Yes,No,0,Ione,95640,38.33788,-120.954202,Yes,6,46,No offer,Yes,2.0,Yes,Yes,Fiber Optic,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4854.3,0.0,0,92.0,4946.3,5,Stayed,0,5119,,,9752
Female,52,No,No,No,No,0,Kirkwood,95646,38.631489,-120.015167,No,0,2,Offer E,Yes,26.9,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,57.4,0.0,0,53.8,111.19999999999999,4,Joined,0,2822,,,129
Male,56,No,No,Yes,No,0,Lincoln,95648,38.922812,-121.312005,Yes,7,31,Offer C,Yes,25.3,No,Yes,Cable,28,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,66.4,2019.8,0.0,0,784.3000000000001,2804.1,4,Stayed,0,3282,,,15286
Female,57,No,No,Yes,Yes,3,Lotus,95651,38.815515,-120.916997,Yes,10,16,Offer D,Yes,27.27,No,Yes,Fiber Optic,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0.0,0,436.32,1959.02,4,Stayed,0,3337,,,485
Male,26,Yes,No,No,Yes,1,Madison,95653,38.674276,-121.961866,No,0,52,No offer,Yes,23.12,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1334.5,0.0,0,1202.24,2536.74,3,Stayed,0,5662,,,844
Male,35,No,No,Yes,Yes,3,Mather,95655,38.549822,-121.266725,Yes,1,13,Offer D,Yes,40.2,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.85,252.0,0.0,0,522.6,774.6,4,Stayed,0,2928,,,929
Female,34,No,No,No,No,0,Newcastle,95658,38.883224,-121.15918,No,0,35,Offer C,Yes,35.5,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.75,700.45,0.0,0,1242.5,1942.95,4,Stayed,0,4261,,,6096
Female,36,No,No,No,No,0,Nicolaus,95659,38.788898,-121.608624,No,0,59,No offer,Yes,30.44,No,Yes,Fiber Optic,30,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.8,5655.45,0.0,0,1795.96,7451.41,3,Stayed,0,5470,,,751
Male,39,No,No,Yes,No,0,North Highlands,95660,38.671295,-121.388251,Yes,9,72,No offer,Yes,33.22,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,0.0,0,2391.84,9139.19,3,Stayed,0,5943,,,32202
Female,35,No,No,Yes,No,0,Orangevale,95662,38.689174,-121.218435,Yes,10,49,No offer,Yes,40.67,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,106.65,5174.35,0.0,0,1992.8300000000002,7167.18,4,Stayed,0,5948,,,32040
Female,43,No,No,No,No,0,Penryn,95663,38.859093,-121.182872,No,0,2,Offer E,Yes,5.47,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,105.6,0.0,0,10.94,116.53999999999999,3,Joined,0,2245,,,2048
Male,47,No,No,No,No,0,Placerville,95667,38.733714,-120.795213,No,0,1,Offer E,Yes,17.07,Yes,Yes,DSL,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,61.15,0.0,0,17.07,78.22,4,Joined,0,4592,,,34146
Male,55,No,No,No,No,0,Pleasant Grove,95668,38.833554,-121.498102,No,0,6,Offer E,Yes,29.52,No,Yes,Fiber Optic,28,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,494.95,0.0,0,177.12,672.0699999999999,3,Stayed,0,4093,,,901
Male,35,No,No,No,Yes,3,Rancho Cordova,95670,38.602723,-121.279913,No,0,49,No offer,Yes,4.76,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.2,5290.45,0.0,0,233.23999999999998,5523.69,3,Stayed,0,6005,,,49729
Female,59,No,No,Yes,Yes,3,Rescue,95672,38.724322,-120.991237,Yes,7,56,No offer,Yes,18.99,No,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,61.3,3346.8,0.0,0,1063.4399999999998,4410.24,3,Stayed,0,4173,,,3815
Female,61,No,No,Yes,Yes,2,Rio Oso,95674,38.954144,-121.482536,Yes,7,6,Offer E,No,0.0,No,Yes,Cable,10,No,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.55,217.5,0.0,50,0.0,267.5,5,Stayed,0,2866,,,947
Male,55,No,No,No,No,0,River Pines,95675,38.545775,-120.743325,No,0,32,Offer C,Yes,41.52,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,607.7,0.0,0,1328.64,1936.3400000000001,4,Stayed,0,4636,,,364
Male,34,No,No,Yes,Yes,1,Rocklin,95677,38.7904,-121.236973,Yes,3,50,No offer,Yes,41.58,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.25,5431.4,0.0,0,2079.0,7510.4,4,Stayed,0,4972,,,21510
Male,33,No,No,Yes,Yes,2,Roseville,95678,38.759751,-121.288545,Yes,2,58,No offer,Yes,33.82,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,6004.85,0.0,0,1961.56,7966.41,5,Stayed,0,5870,,,30614
Female,43,No,No,Yes,Yes,1,Sheridan,95681,38.984756,-121.345074,Yes,3,65,No offer,Yes,28.46,Yes,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.45,5957.9,0.0,0,1849.9,7807.799999999999,3,Stayed,0,5509,,,1219
Female,21,Yes,No,No,No,0,Shingle Springs,95682,38.598936,-120.963092,No,0,64,No offer,Yes,8.52,Yes,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86.4,5442.05,0.0,0,545.28,5987.33,3,Stayed,0,6474,,,24738
Female,49,No,No,Yes,No,0,Sloughhouse,95683,38.470423,-121.114897,Yes,5,66,Offer A,Yes,44.4,Yes,Yes,DSL,11,Yes,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,66.9,4370.25,0.0,70,2930.4,7370.65,4,Stayed,0,5546,,,4731
Male,59,No,No,Yes,No,0,Somerset,95684,38.606703,-120.586659,Yes,9,38,Offer C,Yes,42.08,Yes,Yes,Fiber Optic,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.7,4428.6,0.0,0,1599.04,6027.64,3,Stayed,0,5461,,,2958
Female,21,Yes,No,Yes,No,0,Sutter Creek,95685,38.432145,-120.77069,Yes,2,20,Offer D,Yes,19.15,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,416.45,0.0,0,383.0,799.45,5,Stayed,0,3585,,,4610
Female,49,No,No,No,No,0,Volcano,95689,38.481902,-120.603668,No,0,60,No offer,Yes,38.88,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,4224.7,0.0,0,2332.8,6557.5,3,Stayed,0,4260,,,1273
Female,50,No,No,Yes,Yes,3,West Sacramento,95691,38.627951,-121.593287,Yes,6,50,Offer B,Yes,49.18,Yes,Yes,DSL,76,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.05,4042.2,0.0,0,2459.0,6501.2,3,Stayed,0,5823,,,19050
Female,57,No,No,Yes,No,0,Wilton,95693,38.392559,-121.225093,Yes,2,72,Offer A,No,0.0,No,Yes,DSL,15,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.2,3580.95,0.0,0,0.0,3580.95,3,Stayed,0,4700,,,5889
Male,28,Yes,No,Yes,No,0,Winters,95694,38.578604,-122.024579,Yes,9,60,Offer B,Yes,31.29,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.5,1198.8,0.0,0,1877.3999999999999,3076.2,5,Stayed,0,5848,,,8406
Male,40,No,No,No,No,0,Woodland,95695,38.71967,-121.862416,No,0,46,Offer B,No,0.0,No,Yes,DSL,2,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38.25,1755.35,0.0,0,0.0,1755.35,3,Stayed,0,2653,,,38547
Female,60,No,No,Yes,Yes,3,Alta,95701,39.218096,-120.79153,Yes,4,69,Offer A,No,0.0,No,Yes,Cable,56,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,3772.5,0.0,0,0.0,3772.5,4,Stayed,0,4175,,,751
Male,49,No,No,Yes,Yes,3,Camino,95709,38.748316,-120.675512,Yes,2,19,Offer D,Yes,32.47,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,357.7,0.0,0,616.93,974.6299999999999,5,Stayed,0,5964,,,4829
Female,28,Yes,No,Yes,Yes,2,Colfax,95713,39.084645,-120.894014,Yes,1,71,Offer A,Yes,20.49,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1397.3,0.0,0,1454.79,2852.09,3,Stayed,0,6015,,,8525
Male,62,No,No,Yes,No,0,Dutch Flat,95714,39.197215,-120.83679,Yes,9,12,Offer D,Yes,39.0,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0.0,0,468.0,1427.9,4,Stayed,0,2499,,,350
Male,54,No,No,No,No,0,Gold Run,95717,39.170376,-120.838404,No,0,44,Offer B,Yes,49.57,Yes,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,3704.15,0.0,100,2181.08,5985.23,5,Stayed,0,2292,,,407
Female,51,No,No,Yes,Yes,2,Kyburz,95720,38.766036,-120.209673,Yes,10,56,Offer B,Yes,25.9,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,4620.4,0.0,0,1450.3999999999999,6070.799999999999,4,Stayed,0,5907,,,183
Female,26,Yes,No,Yes,No,0,Echo Lake,95721,38.851842,-120.076204,Yes,4,72,Offer A,Yes,24.32,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,8312.75,0.0,0,1751.04,10063.79,3,Stayed,0,4697,,,69
Female,28,Yes,No,No,No,0,Pollock Pines,95726,38.733908,-120.453416,No,0,11,Offer D,Yes,10.06,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,929.3,0.0,0,110.66000000000001,1039.96,3,Stayed,0,3885,,,8577
Male,31,No,No,No,No,0,Weimar,95736,39.00978,-120.978273,No,0,72,Offer A,Yes,23.43,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,1521.2,0.0,0,1686.96,3208.16,5,Stayed,0,4626,,,31
Male,34,No,No,Yes,No,0,Rancho Cordova,95742,38.591134,-121.161585,Yes,9,56,Offer B,Yes,35.55,Yes,Yes,DSL,17,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,3389.25,0.0,0,1990.7999999999997,5380.049999999999,5,Stayed,0,5477,,,299
Female,20,Yes,No,Yes,No,0,Roseville,95747,38.784329,-121.373245,Yes,10,34,Offer C,Yes,35.29,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.45,3414.65,0.0,0,1199.86,4614.51,5,Stayed,0,3744,,,25418
Male,22,Yes,No,No,No,0,El Dorado Hills,95762,38.684437,-121.055634,No,0,35,Offer C,Yes,42.02,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,754.0,0.0,0,1470.7,2224.7,4,Stayed,0,2858,,,22028
Male,24,Yes,No,No,No,0,Rocklin,95765,38.823278,-121.281856,No,0,22,Offer D,Yes,23.03,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,467.15,0.0,0,506.66,973.81,4,Stayed,0,2768,,,15494
Male,34,No,No,No,No,0,Sacramento,95814,38.584505,-121.491956,No,0,9,Offer E,No,0.0,No,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373.0,0.0,0,0.0,373.0,3,Stayed,0,3755,,,16599
Male,56,No,No,No,No,0,Sacramento,95816,38.574856,-121.46504,No,0,23,Offer D,Yes,46.17,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,481.1,0.0,0,1061.91,1543.0100000000002,5,Stayed,0,3434,,,16164
Male,47,No,No,Yes,No,0,Sacramento,95818,38.556306,-121.495817,Yes,5,68,Offer A,Yes,22.83,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1728.2,0.0,0,1552.4399999999998,3280.64,3,Stayed,0,4571,,,21313
Male,55,No,No,Yes,No,0,Sacramento,95819,38.567594,-121.437507,Yes,1,33,Offer C,Yes,26.8,No,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,0.0,130,884.4,3978.4500000000003,5,Stayed,0,3296,,,15975
Male,48,No,No,No,No,0,Sacramento,95820,38.53508,-121.444144,No,0,31,No offer,Yes,41.23,No,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.45,2156.25,0.0,0,1278.1299999999999,3434.38,4,Stayed,0,3175,,,37031
Female,42,No,No,No,No,0,Sacramento,95822,38.512569,-121.495184,No,0,56,Offer B,Yes,32.88,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1051.9,0.0,0,1841.2800000000002,2893.1800000000003,4,Stayed,0,4831,,,44683
Male,59,No,No,Yes,Yes,3,Sacramento,95824,38.517295,-121.439819,No,0,66,Offer A,Yes,29.5,No,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,5013.0,0.0,0,1947.0,6960.0,4,Stayed,0,6123,,,30580
Male,22,Yes,No,Yes,Yes,2,Sacramento,95825,38.590035,-121.412455,Yes,3,72,Offer A,Yes,19.04,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.0,1738.9,0.0,0,1370.8799999999999,3109.7799999999997,4,Stayed,0,4275,,,30715
Female,49,No,No,Yes,Yes,2,Sacramento,95827,38.549185,-121.328386,Yes,5,58,Offer B,Yes,40.74,No,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,5511.65,0.0,0,2362.92,7874.57,3,Stayed,0,6423,,,19611
Male,51,No,No,No,No,0,Sacramento,95829,38.486502,-121.334051,No,0,37,No offer,No,0.0,No,Yes,DSL,25,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,1316.9,0.0,100,0.0,1416.9,3,Stayed,0,5658,,,11396
Female,25,Yes,No,No,No,0,Sacramento,95830,38.490508,-121.284171,No,0,71,Offer A,Yes,28.4,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,0.0,0,2016.3999999999999,10009.7,3,Stayed,0,4955,,,592
Male,55,No,No,Yes,Yes,1,Sacramento,95831,38.494832,-121.529447,Yes,5,1,No offer,Yes,47.46,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,19.85,0.0,0,47.46,67.31,3,Joined,0,2618,,,42832
Male,63,No,No,Yes,Yes,2,Sacramento,95833,38.619049,-121.517552,Yes,7,35,No offer,Yes,24.23,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,666.0,0.0,0,848.0500000000001,1514.0500000000002,3,Stayed,0,2334,,,31422
Female,62,No,No,Yes,Yes,3,Sacramento,95834,38.646209,-121.52446,Yes,5,6,No offer,Yes,44.13,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,94.45,0.0,0,264.78000000000003,359.23,3,Stayed,0,4122,,,8403
Female,47,No,No,Yes,Yes,1,Sacramento,95837,38.691607,-121.602284,Yes,5,69,Offer A,Yes,14.48,No,Yes,DSL,19,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,4134.7,0.0,0,999.12,5133.82,4,Stayed,0,5846,,,264
Female,21,Yes,No,Yes,No,0,Sacramento,95841,38.660442,-121.346321,Yes,2,53,Offer B,Yes,42.18,Yes,Yes,Fiber Optic,53,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15,4862.5,0.0,150,2235.54,7248.04,5,Stayed,0,6439,,,20993
Female,58,No,No,Yes,No,0,Antelope,95843,38.715498,-121.363411,No,0,5,No offer,Yes,18.65,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,351.5,0.0,0,93.25,444.75,3,Stayed,0,5536,,,36432
Female,21,Yes,No,No,Yes,1,Sacramento,95864,38.585826,-121.376263,No,0,2,No offer,Yes,18.61,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,106.2,0.0,0,37.22,143.42000000000002,3,Joined,0,4057,,,23362
Male,62,No,No,No,Yes,1,Marysville,95901,39.19514,-121.503883,No,0,62,Offer B,Yes,17.56,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1413.0,0.0,0,1088.72,2501.7200000000003,3,Stayed,0,4889,,,38091
Female,58,No,No,Yes,No,0,Beale Afb,95903,39.125311,-121.392283,Yes,9,19,Offer D,Yes,10.68,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1743.05,0.0,0,202.92,1945.97,5,Stayed,0,3249,,,5654
